show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
32780,TV Show,Vidas Robadas,,"Christian Bach, Andrés Palacios, Carla Hernández, Alma Delfina, Pedro Sicard",Mexico,2010-03-08,2010,2.0,1 Seasons,"Drama, Soap",es,"Vidas Robadas is the title of a Spanish-language telenovela produced by the Mexican television network TV Azteca. It is internationally known as ""Infamia"". It stars Carla Hernandez, Andres Palacios and marks the return of the grand actress, Cristian Bach to the television screen.",140.365,1.0,2.0
50018,TV Show,The Meaning of Friendship,Rudi Aryanto,"Stefan William, Yuki Kato, Kevin Julio, Cut Meyriska, Raffi Ahmad",Indonesia,2010-06-07,2010,0.0,1 Seasons,"Soap, Drama",id,"Ajeng is a very smart girl but she never knows who her father is. She is one of the students who received a scholarship to enter an elite school. Because she was not a girl from a rich family, Yudha always teased her. However, Ajeng is a very strong girl, every time someone puts her down, she always survives. Yudha and his gang always mock and harass the students who receive scholarships. Fathir, who is also a scholarship recipient, can only be irritated and starts making secret plans to repay what Yudha and his gang have done to him.",139.887,0.0,0.0
35351,TV Show,Smile Again,"Mo Wan-il, Kim Myung-wook","Ji Chang-wook, Do Ji-won, Park Jung-ah, Oh Ji-eun, Lee Jang-woo","South Korea, United States of America",2010-10-04,2010,5.5,1 Seasons,"Drama, Comedy",ko,"Raised in America by his mentally handicapped mother Anna, Dong Hae dreams of traveling to Korea to propose to the woman he loves.. After qualifying for a speed skating competition, he smuggles his mother to Korea with him, but his undying devotion to her soon begins causing him problems. Finally reconnecting with his lost love Saewa, Dong Hae finds his affections divided when things don’t work out as he planned in this award-winning daily drama.",145.898,2.0,5.5
46587,TV Show,Cutie Pie,,"Chae Sang-woo, Ye Ji-won, Lee Young-yoo, Kim Sung-su, Choi Yeo-jin",,2010-03-22,2010,4.0,1 Seasons,,ko,,138.684,1.0,4.0
40290,TV Show,MasterChef,,"Gordon Ramsay, Aarón Sánchez, Joe Bastianich","United States of America, United Kingdom",2010-07-27,2010,7.1,1 Seasons,Reality,en,"This hit cooking competition series sees award-winning chef Gordon Ramsay and other celebrity chefs put a group of contestants through a series of challenges and elimination rounds, in order to turn one home cook into a culinary master.",137.538,270.0,7.1
67033,TV Show,ONDAR On Ne Demande qu'A en Rire,,M. Fraize,France,2010-11-15,2010,5.5,1 Seasons,Comedy,fr,,191.57,1.0,5.5
38824,TV Show,Hand aufs Herz,Kai Meyer-Ricks,"Vanessa Jung, Andreas Jancke, Sonja Bertram, Selina Shirin Müller, Verena Mundhenke",Germany,2010-10-04,2010,7.0,1 Seasons,Soap,de,"Hand aufs Herz is a German television soap opera and premiered on October 4, 2010 on the private broadcasting station Sat.1. It got canceled in June 2011, announcing the series finale for September 5, 2011. However that changed when Sat.1 decided to drop the show from its line-up and sixx was announced to air the remaining episodes; with a one-hour series finale on September 2, 2011. The show focuses around a fictional high school in Cologne and tackles with young love, a marriage crisis, a mysterious disappearance, schemes and competition fights, coming out, drug abuse, career chances and forbidden feelings. Hand aufs Herz also introduces something completely new to the genre of a soap opera by including music and dance as one of the main elements. It has been compared to the successful American television show a hit TV show, Glee and the High School Musical franchise. Even though it started out as a musical series, the show shifts its stories from that plot even though it remains a part of the series. Hand aufs Herz started two weeks after the failed daily drama Eine wie keine aired its final episode due to low ratings. The show is in direct competition with the long-running soap opera Verbotene Liebe and is starring with Vanessa Jung and Andreas Jancke two of its former stars.",136.503,2.0,7.0
77285,TV Show,La Case du siècle,,,France,2010-09-12,2010,7.3,1 Seasons,Documentary,fr,A French current affairs show.,136.434,3.0,7.3
55270,TV Show,The Sandhamn Murders,,Alexandra Rapaport,Sweden,2010-12-20,2010,7.1,1 Seasons,"Drama, Crime, Mystery",sv,"Viveca Stens popular novels come to life in ""The Sandhamn Murders"", a perfect mix of Nordic crime & the beautiful surroundings of the outer Stockholm archipelago.",133.106,39.0,7.1
32608,TV Show,Ancient Aliens,,"Robert Clotworthy, Giorgio A. Tsoukalos, Ariel Bar Tzadok, Jonathan Young, David Childress",United States of America,2010-04-20,2010,6.8,1 Seasons,"Documentary, Mystery, Sci-Fi & Fantasy",en,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.",129.769,260.0,6.8
32294,TV Show,Hot in Cleveland,,"Valerie Bertinelli, Jane Leeves, Wendie Malick, Betty White",United States of America,2010-06-16,2010,7.4,1 Seasons,Comedy,en,"Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land.""",127.271,116.0,7.4
33843,TV Show,Bantatay,Don Michael Perez,"Raymart Santiago, Gelli De Belen, Camille Prats, Krystal Reyes, Renz Valerio",Philippines,2010-09-20,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Bantatay or The Guardian is a drama-comedy-fantasy series from GMA Network featuring Raymart Santiago, Gelli de Belen, Jennica Garcia and Carl Guevarra. The show premiered on September 20, 2010 replacing Langit Sa Piling Mo. The show also airs on GMA Pinoy TV worldwide which premiered two days later, September 22, 2010, from the original airdate. Due to high ratings, Bantatay initially extended its 10-week run by 3 weeks before finally being extended until February 25, 2011. The show was originally to be replaced by Alakdana but Alakdana was moved to the timeslot previously occupied by Ang Yaman ni Lola after Eat Bulaga. Bantatay was inspired by the 1995 American Film Fluke as well as the hit the children's TV series, 100 Deeds for Eddie McDowd.",131.664,0.0,0.0
18123,TV Show,Scooby-Doo! Mystery Incorporated,,"Frank Welker, Grey DeLisle, Mindy Cohn, Matthew Lillard",United States of America,2010-07-12,2010,8.2,1 Seasons,"Animation, Mystery, Family",en,"This incarnation of the popular cartoon series finds Scooby and the gang living in Crystal Cove, a small town with a long history of ghost sightings, monster tales and other mysteries ripe for the sleuths to solve once and for all. But the longstanding Crystal Cove residents, who bank on the town's reputation to attract tourists, are prepared to do what it takes to protect their turf.",127.112,1019.0,8.2
40440,TV Show,The Bay,,"Kristos Andrews, Mary Beth Evans, Tristan Rogers, Taylor Stanley, Jacklyn Zeman",United States of America,2010-09-15,2010,1.0,1 Seasons,Drama,en,"The Bay follows the affluent, yet dysfunctional Bay City residents living in a town cursed by the spirit of Senator Red Garrett, the grandfather of socialite Sara Garrett. Their lives are riddled with sex, lies, & never-ending scandals.",126.426,1.0,1.0
32683,TV Show,Momay,"Manny Palo, Jojo A. Saguin, Darnel Joy Villaflor","Xyriel Manabat, Maliksi Morales, Ejay Falcon, Lorna Tolentino, Glydel Mercado",Philippines,2010-05-24,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Momay is a Filipino fantasy-drama television series which premiered May 24, 2010 on ABS-CBN's Primetime Bida block. The story revolves around a little girl who has died and come back as a ghost to protect and guard her family.",132.077,0.0,0.0
41827,TV Show,Uma Rosa com Amor,"Luiz Antônio Piá, Rodolfo Silot, Del Rangel","Carla Marins, Cláudio Lins, Mônica Carvalho, Edney Giovenazzi, Betty Faria",Brazil,2010-03-01,2010,6.0,1 Seasons,"Soap, Drama",pt,"Uma Rosa com Amor is a Brazilian telenovela that was produced by SBT, and displayed on 1 March 2010 to August 16, 2010 in 145 chapters. It was written and adapted by James Santiago, inspired by the work Sesso hormone Vincent in collaboration with Renata Dias Gomes and Miguel Paiva and the direction of the soap operas General Del Rangel. He told Carla Marins, Cláudio Lins, Betty Faria, Mônica Carvalho, Isadora Ribeiro, Edney Giovenazzi, Toni Garrido, Patrícia de Jesus, Carlo Briani and Marina Stacciarini in leading roles.",125.066,1.0,6.0
40297,TV Show,Championship Wrestling from Hollywood,,,United States of America,2010-09-17,2010,0.0,1 Seasons,,en,Pro-wrestling action and entertainment from Southern California.,124.467,0.0,0.0
32762,TV Show,La Loba,,"Mauricio Islas, Ivonne Montero, Regina Torné, Omar Fierro, Gabriela Roel","Mexico, United States of America",2010-02-08,2010,6.7,1 Seasons,"Drama, Soap, Documentary",es,"La Loba is a Mexican telenovela by TV Azteca. It premiered on 2010. The protagonists are the international stars Ivonne Montero and Mauricio Islas. Grand actors such as Regina Torne, Omar Fierro, Ana Ciochetti, Fernando Becerril and Marta Aura also included as cast members. In the final 2 weeks, episodes are halved to give way to Maricarmen's new telenovela, Entre el Amor y el Deseo",128.893,58.0,6.7
32612,TV Show,Check It Out! with Dr. Steve Brule,"Tim Heidecker, Eric Wareheim",John C. Reilly,United States of America,2010-05-16,2010,8.079,1 Seasons,Comedy,en,"See Dr. Steve learn about restaurants, spend time with his family, conquer his fears, and more. Featuring guest appearances by Jan Skylar, Wayne Skylar, and David Liebe Hart.",145.22,63.0,8.079
34522,TV Show,Adaalat,,"Ronit Roy, Romit Raj, Sunayana Fozdar, Shraman Jain, Prerna Wanvari",India,2010-11-20,2010,7.5,1 Seasons,"Drama, Crime, Mystery",hi,"K.D Pathak is a suave, sophisticated, witty and yet unconventional defence lawyer with an impeccable track record. He stands not for his client, but for Justice.",132.082,2.0,7.5
118074,TV Show,Οικογενειακές Ιστορίες,"Alekos Kiranis, Petros Kalkovalis, Kostas Anagnostopoulos","Giorgos Tzanetis, Katerina Kanami",Greece,2010-10-25,2010,3.5,1 Seasons,Drama,el,,121.459,2.0,3.5
1436,TV Show,Justified,,"Timothy Olyphant, Walton Goggins, Nick Searcy, Jere Burns, Joelle Carter",United States of America,2010-03-16,2010,7.943,1 Seasons,"Crime, Drama",en,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",104.213,723.0,7.943
41064,TV Show,Der letzte Bulle,,"Henning Baum, Maximilian Grill, Helmfried von Lüttichau, Robert Lohr, Tatjana Clasing",Germany,2010-04-12,2010,7.2,1 Seasons,Crime,de,Der letzte Bulle is a German television series that was first aired in 2010. The series is about a cop from the 1980s put into a modern police department in Essen.,119.561,25.0,7.2
21641,TV Show,Good Luck Charlie,,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry, Mia Talerico, Eric Allan Kramer",United States of America,2010-04-04,2010,7.9,1 Seasons,"Comedy, Family, Kids",en,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.",118.811,411.0,7.9
38965,TV Show,Angelo Rules,,"Tammo Kaulbarsch, Tim Kreuer, Merete Brettschneider, Kerstin Draeger, Martin Lohmann","France, United Kingdom",2010-10-03,2010,6.8,1 Seasons,"Family, Kids, Animation",fr,"Angelo is the kid who tries to be the wise guy. He is constantly coming up with plans and strategies to get out of trouble. ... Angelo isn't put off by the natural setbacks most kid have to confront: like parents, siblings and rules but that doesn't deter him.",116.371,30.0,6.8
37743,TV Show,Eva Luna,,"Blanca Soto, Vanessa Villela, Anna Silvetti, Guy Ecker, Susana Dosamantes",United States of America,2010-11-01,2010,7.044,1 Seasons,Drama,es,"A young woman’s quest for happiness is marred by the secrets and deceptions perpetuated by an evil family. Eva González (Blanca Soto) came to Los Angeles with her father and sister in search of a better life. She goes to work as the personal attendant to Julio Arismendi, the ailing founder of Publicidad Arismendi, unknowingly becoming a pawn to kill him by his wife, Marcela (Susana Dosamantes). When the beautiful Eva catches the eye of Julio’s son, Leonardo Arismendi (Julian Gil), and his best friend, Daniel Villanueva (Guy Ecker), she becomes the target of Victoria (Vanessa Villela), who is Leonardo’s sister and Daniel’s girlfriend. But Daniel leaves Victoria for Eva, and on the day of Eva and Daniel’s wedding, Eva’s father is killed in a hit-and-run accident. Can her future husband be responsible? “Eva Luna” is a 2010 telenovela produced by Venevisión International in collaboration with Univision Studios. It is a remake of the 1997 Telemundo telenovela “Aquamarina.”",115.111,68.0,7.044
47918,TV Show,Lale Devri,Murat Düzgünoğlu,"Tolgahan Sayışman, Selen Soyder, Kenan Bal, Hatice Aslan, Ayşegül Günay",Turkey,2010-09-14,2010,5.3,1 Seasons,Drama,tr,,114.685,9.0,5.3
75426,TV Show,Narcisa Sălbatică,"Sebastian Voinea, Mihai Bauman, Catrinel Dãnãiatã","Alina Pușcaș, Gabriel Duțu, Nicole Duțu, Vladimir Drăghia, Andrei Aradits",Romania,2010-09-20,2010,6.5,1 Seasons,"Action & Adventure, Crime, Drama, Family, Mystery, Soap",ro,,114.648,2.0,6.5
111097,TV Show,The Legend of Crazy Monk,,"Xin Zi, Benny Chan Ho-Man, Lam Tze-Chung, Ye Zuxin, Lin Jiangguo",China,2010-06-17,2010,5.7,1 Seasons,"Comedy, Drama",zh,"The Legend of Crazy Monk is a Chinese television series about the life of Ji Gong. The series was directed by Lin Tianyi and based on Guo Xiaoting's classical novel Biography of Ji Gong.[1] It was a hot TV series recently in Guangdong Television, Jiangsu Television and Shenzhen Television. It is shown on Mediacorp Channel 8 at 7pm.",114.168,3.0,5.7
31251,TV Show,Victorious,,"Victoria Justice, Leon G. Thomas III, Matt Bennett, Elizabeth Gillies, Ariana Grande",United States of America,2010-03-27,2010,8.2,1 Seasons,"Comedy, Kids",en,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,120.506,1637.0,8.2
